"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032633","interleukin-4 production","23/6369","35/18860",0.657142857142857,1.94594352107305,3.99970616341113,0.000111280210030737,0.0016476231097308,0.0011960022573397,"FOXP3/PRKCQ/PRKCZ/CD40LG/SLC7A5/CD83/CD86/TNFSF4/SASH3/RARA/HAVCR2/IL33/LEF1/SCGB1A1/FCER1G/NLRP3/IL20RB/DDIT3/PRG2/ZP3/IL1RAP/HLA-DRB1/HLA-E",23
"GO:0032673","regulation of interleukin-4 production","23/6369","35/18860",0.657142857142857,1.94594352107305,3.99970616341113,0.000111280210030737,0.0016476231097308,0.0011960022573397,"FOXP3/PRKCQ/PRKCZ/CD40LG/SLC7A5/CD83/CD86/TNFSF4/SASH3/RARA/HAVCR2/IL33/LEF1/SCGB1A1/FCER1G/NLRP3/IL20RB/DDIT3/PRG2/ZP3/IL1RAP/HLA-DRB1/HLA-E",23
"GO:0048566","embryonic digestive tract development","23/6369","35/18860",0.657142857142857,1.94594352107305,3.99970616341113,0.000111280210030737,0.0016476231097308,0.0011960022573397,"SCT/FGF10/GLI2/TGFB2/FGF9/FOXF1/SALL1/RARRES2/ID2/MYB/TCF21/ALDH1A2/HLX/STRA6/PKDCC/IHH/PITX2/RBPMS2/SHOX2/SIX2/SOX11/ADA/HNF1B",23
"GO:0006720","isoprenoid metabolic process","61/6369","121/18860",0.504132231404959,1.49284564049262,3.88353076006937,0.000111876842622538,0.00165259569160611,0.00119961183231625,"HSD17B6/CYP2W1/RDH8/LRP2/CYP26A1/CYP2D6/RARRES2/LIPA/CYP2C18/RBP2/RBP1/PECR/RPE65/NPC2/RDH10/LRAT/LRP1/ALDH1A2/LDLR/CYP2E1/HMGCS2/CLPS/CYP2C9/RBP4/RDH16/RDH12/CYP1A1/CYP1A2/CRABP2/CYP4V2/SRD5A1/AWAT2/CRH/PDSS1/LRP8/CYP3A7/CYP2C19/CYP2S1/SDR9C7/SDR16C5/CEL/LPL/PNPLA2/PRMT3/CYP27C1/AKR1C1/ADH1A/AKR1C3/ADH7/ADH1B/AKR1B10/AKR1C4/ABCA4/AKR1B15/NME1/UGT1A9/UGT1A1/UGT1A8/UGT1A7/ADH1C/RBP3",61
"GO:0002699","positive regulation of immune effector process","123/6369","276/18860",0.445652173913043,1.31967341811901,3.82021510938891,0.000113916842181529,0.00167881634628918,0.00121864528845356,"FGR/NOS2/BTK/TYROBP/CD74/GAB2/FOXP3/SPI1/PRKCZ/TFRC/TBX21/STX7/PTPRC/FCN1/P2RX7/MSH2/TREM2/PGC/IL12RB1/GATA1/SLC7A5/CD37/LILRB1/GPI/NOD1/EXOSC3/IL2/NSD2/CRTAM/CD81/IL23A/ULBP1/IL17A/IL5/CD86/WNT5A/POMC/IL1R1/IL18R1/IL18RAP/MAD2L2/CD160/TNFSF4/NR4A3/CCR2/SASH3/CD244/PCK1/IL1B/C3/FFAR2/STAT5A/CFP/PLA2G5/LBP/ULBP2/ULBP3/RARA/EPHB2/KMT5C/RSAD2/KLRD1/CD36/IL6/HLX/STXBP1/TLR4/IL33/RBP4/IL21/GPR65/SECTM1/FCN3/XCL1/HSPD1/NFKBIZ/FCGR1A/CD226/RAET1L/CD1C/CD1E/FCER1G/ITGB2/AZGP1/SCIMP/TNFSF13/LAPTM5/NLRP3/FZD5/INAVA/F2RL1/TLR3/MBL2/B2M/FADD/KLK7/IL13/ITGAM/ADORA2B/MZB1/RASGRP4/SLC22A13/ATAD5/GATA2/CADM1/COLEC10/FFAR3/C17orf99/ZP3/HLA-DRB1/CD55/TLR7/ARID5A/SH2D1B/OPA1/CR1/RAET1G/HLA-DRA/NCR3/HLA-E/CD177/MIF/HLA-DMB",123
"GO:0050867","positive regulation of cell activation","171/6369","401/18860",0.42643391521197,1.26276395680605,3.79778386416619,0.000114402149871682,0.0016820566676029,0.00122099742322445,"CD4/BTK/FYN/TYROBP/CD74/FOXP3/PRKCQ/SPI1/PRKCZ/FGF10/TCF3/TFRC/TBX21/GLI2/ACTL6B/MEF2C/PTPRC/CAPN3/MSH2/DHPS/TREM2/IL12RB1/SMARCB1/NFATC2/SIRPB1/CD40LG/IL4I1/LILRB1/CAV1/DOCK8/EXOSC3/VSIR/MAP3K8/CCL2/IL2/NSD2/BST1/ZBTB16/MDK/CD81/IL23A/CD83/HAVCR1/PRLR/IL5/CD86/WNT5A/HES1/HHLA2/IL1A/IGFBP2/IL1RL2/IL1RL1/PLEK/MAD2L2/NR5A2/ZP4/CD160/TNFSF4/MMP8/MYB/NR4A3/TNFSF11/CCR2/SASH3/NCKAP1L/PCK1/SOX4/IL1B/CD70/TNFSF14/STAT5A/SOX15/LBP/EPO/JUND/LILRB2/RARA/EPHB2/KMT5C/VAV3/VTCN1/IL6ST/HAVCR2/TESPA1/IL6/ACTL6A/HLX/IL36B/TLR4/IL33/CCL21/THBS1/IL21/LEF1/SLC7A1/GPR65/XCL1/HSPD1/NFKBIZ/TTBK1/SH3KBP1/CD226/WNT3A/MMP14/TNFRSF13C/CHRNB2/TNFSF13/NLRP3/DDR2/IHH/TGFBR2/SVEP1/RAG1/CLEC4D/B2M/IGF2/AXL/FADD/IL7R/INPP5D/IL13/GPR183/GP9/WNT10B/IL16/SELP/LEP/ATAD5/SOX12/GP5/HLA-DQB1/EGR3/GAS6/TAFA3/GP1BA/LILRA5/PEAR1/ZP3/LRRK2/HLA-DRB1/CD55/HLA-DQA1/CD47/ADA/SPN/DPP4/CARD11/HLA-DRB5/OPA1/TOX/CR1/FCGR3A/HLA-DOA/HLA-DMA/HLA-DRA/AGER/AIF1/HLA-E/CRLF2/HLA-DPB1/HLA-DPA1/HLA-DQB2/HLA-DQA2/LILRA2/MIF/HLA-DMB/PRKDC/CD24/MIR145/CCL3",171
"GO:0086002","cardiac muscle cell action potential involved in contraction","36/6369","63/18860",0.571428571428571,1.69212480093309,3.92922380148307,0.000116940233242914,0.00171498980484078,0.00124490344047145,"DSG2/NEDD4L/KCNQ1/KCNH2/PKP2/DLG1/KCNN2/DSP/CAV1/NUP155/FGF12/CASQ2/KCNJ5/KCNJ8/KCNA5/DSC2/SCN2A/SCN7A/SCN1A/ANK2/SCN2B/CACNA1C/GPD1L/CACNA2D1/CACNA1D/RNF207/CACNB2/SCN9A/JUP/SCN4B/KCNE1/CAV3/SCN5A/SCN8A/RYR2/GJA5",36
"GO:0003208","cardiac ventricle morphogenesis","40/6369","72/18860",0.555555555555556,1.64512133424051,3.91618975809369,0.000117183302113943,0.00171498980484078,0.00124490344047145,"ISL1/PKP2/COL11A1/TGFBR3/MEF2C/LRP2/GRHL2/TBX5/MYH7/TGFB2/DSP/JAG1/SMAD7/FOXF1/PPP1R13L/ENG/TNNC1/EVA1A/TNNT2/SOX4/DLL4/TNNI3/GATA4/SFRP2/EDNRA/POU4F1/MYL3/FOXH1/TGFBR2/HEYL/HAND2/NPY5R/TBX20/HEY1/MESP1/ZFPM2/HEG1/NKX2-5/MYH6/RYR2",40
"GO:0140353","lipid export from cell","31/6369","52/18860",0.596153846153846,1.765341739435,3.94622745143193,0.000117556828711245,0.00171649222014553,0.00124599403703163,"NOS2/KCNQ1/ACSL4/GAL/PLA2G10/EDN1/P2RX7/OXT/RETN/POMC/KDM5B/MYB/SPP1/ECRG4/TNFSF11/CRY2/IL1B/WNK4/CYP19A1/REN/AGTR1/CRH/PTGES/DAB2/BMP6/GALR1/KCNK9/LEP/FZD4/NMB/MIF",31
"GO:0003279","cardiac septum development","58/6369","114/18860",0.508771929824561,1.50658480083078,3.87388411817275,0.000118122579038833,0.00172078800774502,0.00124911233006582,"PLXND1/ISL1/TGFBR3/NDST1/LRP2/WNT11/TBX5/TGFB2/NRP1/SALL4/BMP7/JAG1/SMAD7/SALL1/HOXA13/ENG/FGF8/NSD2/BMP5/WNT5A/HES1/ID2/MSX2/TBX2/KCNJ8/SOX4/SMO/RARA/MYH10/APLNR/TBX3/GATA4/SMAD6/STRA6/GATA6/CCN1/SLIT2/ANK2/VANGL2/XIRP2/TGFBR2/HEYL/PITX2/CITED2/TBX20/HEY1/NOS3/ZFPM2/HEG1/SOX11/NKX2-5/TBX1/SLIT3/ROBO2/PDE2A/PARVA/BMPR2/GJA5",58
"GO:1904018","positive regulation of vasculature development","91/6369","195/18860",0.466666666666667,1.38190192076202,3.8278199511992,0.000120553531601208,0.00175217369210287,0.00127189505817788,"HSPB6/CX3CL1/TBXA2R/BRCA1/ISL1/DSG2/TIE1/PKM/RAPGEF3/CMA1/NRP1/ANGPT4/FLT1/TJP1/ITGB8/CCL24/HSPB1/ENG/CXCL12/GAB1/MDK/SASH1/NR2E1/SEMA5A/WNT5A/HYAL1/IL1A/TEK/GHSR/TWIST1/PTGIS/IL1B/C3/RRAS/HTN1/KDR/ADM2/RAMP2/EMILIN2/ANGPTL3/APLNR/ETS1/CD36/GATA4/KLF4/THBS1/FGF2/ANXA3/ACVRL1/ITGAX/GATA6/RHOB/SFRP2/EPHA1/ADAM12/ADM/HMGA2/DDAH1/FGF18/HK2/ITGB2/TGFBR2/CAMP/TLR3/TERT/BMPER/NOS3/CYBB/JCAD/PRKCB/GREM1/CLIC3/C3AR1/JUP/CD34/CHRNA7/SPHK1/GATA2/CDH5/CCBE1/PRKD1/C5AR1/TGM2/MIR210/MIR126/MIR27B/EMP2/TNFSF12/AQP1/APELA/GDF2",91
"GO:0007631","feeding behavior","55/6369","107/18860",0.514018691588785,1.52212160831598,3.86744841491546,0.000123388496541566,0.0017892743766222,0.0012988262793849,"FYN/GUCA2B/GAL/OPRK1/OXT/ASIP/RETN/NMU/GCG/LEPR/SGIP1/NR4A3/IAPP/GHSR/NPY/GPR83/MC3R/ADM2/MCHR1/GALR3/MRAP2/TBR1/STRA6/SLC24A4/UCK2/REN/HTR2C/NTRK2/DRD2/POU4F1/UCHL1/AGRP/EN1/HAND2/NPY1R/NPY5R/MC4R/P2RY1/FOS/TRH/APLN/NEGR1/LEP/RMI1/TH/GALR2/NPW/CNTN2/DRD1/CCK/NPSR1/HELT/DMBX1/MMP17/DACH1",55
"GO:0034767","positive regulation of monoatomic ion transmembrane transport","65/6369","131/18860",0.49618320610687,1.46930684050488,3.84885533643534,0.00012438946542523,0.00179967132967965,0.00130637338117822,"CFTR/CX3CL1/CD4/FHL1/BAK1/KCNQ1/KCNH2/GAL/ATP1B3/ACTN2/EDN1/ADCYAP1R1/OPRK1/P2RX7/FXYD3/CAPN3/NTSR1/CEMIP/KCNN4/CAV1/P2RX1/F2RL3/KCNC1/ATP1B2/APLNR/TRPC6/FXYD6/TRPC3/XCL1/STAC/ANK2/LCN2/JPH2/FXYD4/ATPSCKMT/AKAP6/EDNRA/G6PD/LRRC38/LRRC52/CTSS/GPER1/WNK2/CACNB2/KCNC2/IL13/CXCL10/PLA2G1B/P2RY6/HAP1/GRIN1/ANO6/AKAP5/F2/KCNE1/AMIGO1/DRD1/STAC3/NPSR1/P2RX2/ATP2A1/WNK3/MIR210/TMSB4X/FXYD1",65
"GO:0045669","positive regulation of osteoblast differentiation","43/6369","79/18860",0.544303797468354,1.61180242114196,3.89100448276128,0.000124702867876198,0.00180009583993501,0.00130668153127679,"HGF/TP63/FERMT2/MEF2C/BMP7/JAG1/CCN4/WNT3/FBXO5/MSX2/RUNX2/BMP2/GDPD2/JUND/IL6ST/IL6/FGF2/FBN2/CCN1/SFRP2/SCUBE3/BMP6/IL6R/WNT4/DNAI3/DDR2/NPPC/CTHRC1/NELL1/ILK/NPNT/WNT10B/ZHX3/SOX11/TMEM119/PRKD1/PRMT3/FFAR4/WNT7B/MIR210/BMPR2/CEBPD/GDF10",43
"GO:0002920","regulation of humoral immune response","30/6369","50/18860",0.6,1.77673104097975,3.92697029740712,0.000128092195393524,0.00184481873229264,0.00133914567911412,"CD5L/PTPRC/CD59/TREM2/PGC/CD37/C1QBP/IL17A/ZP4/CLU/C4BPA/C4BPB/IL1B/C3/CFP/MASP1/FOXJ1/SPINK5/GATA6/SUSD4/SERPING1/VSIG4/CXCL13/CAMP/KLK7/A2M/SPNS2/ZP3/CD55/CR1",30
"GO:0060350","endochondral bone morphogenesis","35/6369","61/18860",0.573770491803279,1.69905973864183,3.90488442504957,0.000129472529679594,0.00186006658877733,0.00135021403004193,"HOXA11/FGFR3/MEF2C/SMPD3/DLX5/COL1A1/TRPV4/GALNT3/RUNX2/SOX9/RARA/MMP13/COL2A1/CSGALNACT1/SERPINH1/BMP6/FGF18/MMP14/CBS/LOC102724560/ALPL/NPPC/IHH/TGFBR2/POC1A/COL3A1/AXIN2/SHOX2/RARG/PHOSPHO1/TSKU/TMEM119/COL27A1/COL13A1/BMPR2",35
"GO:0021782","glial cell development","67/6369","136/18860",0.492647058823529,1.45883553609857,3.83463060763743,0.000129737956799681,0.00186006658877733,0.00135021403004193,"CNTN1/VIM/MYOC/GPM6B/LAMC3/PHGDH/TREM2/SOX10/NDRG1/PRX/MAG/CDK6/MDK/ADGRG6/ID2/B4GALT6/CLU/LRP1/SOX4/MYRF/IL1B/NKX2-2/SMO/LDLR/NSUN5/GFAP/ANO1/ITGB4/WASF3/TSPAN2/IL6/TLR4/TLR2/ASCL1/NTRK3/S100A8/EIF2B5/TTBK1/NTRK2/TENM4/LGI4/S100A9/ILK/ZEB2/FPR2/TPPP/MAL/LAMB2/ID4/CERS6/C1QA/NRROS/HRAS/SOX11/KCNJ10/CNTN2/OLIG1/NCMAP/POU3F2/DRD1/ROR1/POU3F1/MAPT/C5AR1/HES5/AGER/ZNF488",67
"GO:0006941","striated muscle contraction","96/6369","208/18860",0.461538461538462,1.36671618536904,3.79747910576355,0.000132857339325838,0.00190048975013056,0.00137955702234505,"ATP1A2/DSG2/NEDD4L/KCNQ1/KCNH2/PKP2/ABCC9/DLG1/KCNN2/ARG2/CACNA1S/REM1/SMPX/JPH4/MYH7/DSP/CHGA/SLC8A3/SMAD7/PPP1R13L/TNNT1/PIK3CG/CAV1/TRPV4/ADGRD1/PDE4D/NUP155/FGF12/TNNC1/RGS2/TNNT2/CASQ2/KCNJ5/ADRA1A/KCNJ8/TNNI3/KCNA5/HRC/TNNT3/TNNI2/DSC2/CHRND/SCN2A/SCN7A/GATA4/HCN4/ADCY10/SCN1A/STAC/ANK2/SCN2B/JPH2/ALDOA/CACNA1C/GPD1L/CACNA2D1/JPH3/CLIC2/CACNA1D/RNF207/MYL3/CCDC78/LMOD3/CA3/CACNB2/JSRP1/SCN9A/ADRA1B/SGCD/JUP/DDIT3/SCN4B/KCNE1/SYNM/CAV3/SLC8A1/NKX2-5/SCN5A/PRKD1/PDE4B/STAC3/TRDN/RYR1/ATP2A1/CHRNG/SCN8A/MYH6/MB/MYL4/PLN/RYR2/RCSD1/GSTM2/KBTBD13/KLHL41/GJA5",96
"GO:0070252","actin-mediated cell contraction","62/6369","124/18860",0.5,1.48060920081645,3.83407703846039,0.000133569793456859,0.00190145063755151,0.00138025452623275,"ATP1A2/DSG2/NEDD4L/KCNQ1/KCNH2/PKP2/LIMCH1/ABCC9/DLG1/KCNN2/EPDR1/MYH7/DSP/CAV1/QKI/PDE4D/NUP155/FGF12/TNNC1/EPB41L5/TNNT2/CASQ2/KCNJ5/KCNJ8/MYH2/VIL1/TNNI3/KCNA5/DSC2/SCN2A/SCN7A/GATA4/HCN4/FRMD6/ADCY10/SCN1A/ANK2/SCN2B/CACNA1C/GPD1L/CACNA2D1/CACNA1D/RNF207/CACNB2/SCN9A/ZEB2/SGCD/JUP/SCN4B/KCNE1/CAV3/SCN5A/PDE4B/ATP2A1/MYL6B/SCN8A/MYH6/PARVA/PLN/RYR2/EMP2/GJA5",62
"GO:0002703","regulation of leukocyte mediated immunity","118/6369","264/18860",0.446969696969697,1.32357489163895,3.78062289119495,0.000133603116173241,0.00190145063755151,0.00138025452623275,"FGR/NOS2/BTK/TYROBP/WAS/TNFRSF1B/GAB2/FOXP3/SPI1/PRKCZ/TFRC/TBX21/STX7/PTPRC/P2RX7/ICAM1/UNC13D/MSH2/TREM2/IL12RB1/SMAD7/GATA1/FOXF1/IL4I1/LILRB1/CLC/EXOSC3/IL2/NSD2/CRTAM/CD81/IL23A/USP5/KLRB1/ULBP1/POMC/IL1R1/IL18R1/IL18RAP/MAD2L2/CD160/TNFSF4/CCR2/SASH3/NCKAP1L/C4BPA/C4BPB/CXCL6/IL1B/C3/STAT5A/RIPK3/FOXJ1/ULBP2/ULBP3/PRAM1/KMT5C/RSAD2/KLRD1/HAVCR2/IL6/STXBP1/TLR4/IL21/ARRB2/SECTM1/XCL1/NECTIN4/SUSD4/HSPD1/FCGR1A/CD226/RAET1L/CD1C/CD1E/FCER1G/ITGB2/AZGP1/SCIMP/TNFSF13/NLRP3/FZD5/DNASE1L3/F2RL1/TLR3/B2M/FADD/CX3CR1/IL7R/INPP5D/IL13/ITGAM/ADORA2B/RASGRP4/SLC22A13/IL20RB/LEP/ATAD5/GATA2/FES/CADM1/C17orf99/ZP3/NCR1/HLA-DRB1/CD55/ARID5A/SPN/SH2D1B/CR1/RAET1G/HLA-DRA/AGER/NCR3/HLA-E/CD177/SERPINB4/CLEC12B",118
"GO:0002399","MHC class II protein complex assembly","13/6369","16/18860",0.8125,2.40598995132674,4.01746415766585,0.000134124733310008,0.00190145063755151,0.00138025452623275,"B2M/HLA-DQB1/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DOA/HLA-DMA/HLA-DRA/HLA-DPB1/HLA-DPA1/HLA-DQB2/HLA-DQA2/HLA-DMB",13
"GO:0002503","peptide antigen assembly with MHC class II protein complex","13/6369","16/18860",0.8125,2.40598995132674,4.01746415766585,0.000134124733310008,0.00190145063755151,0.00138025452623275,"B2M/HLA-DQB1/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DOA/HLA-DMA/HLA-DRA/HLA-DPB1/HLA-DPA1/HLA-DQB2/HLA-DQA2/HLA-DMB",13
"GO:0055002","striated muscle cell development","84/6369","178/18860",0.471910112359551,1.39742890863575,3.80411924442442,0.000134917102736369,0.00190841446437583,0.00138530953702522,"CFLAR/ISL1/MYOM2/ACTN2/NEBL/EDN1/CACNA1S/MYBPC2/TBX5/CAPN3/SIX4/NFATC2/MYL9/MYOM1/TNNT1/CAV2/MYF6/TBX18/FOXP1/FHL2/SDC1/RGS2/TNNT2/ADRA1A/MYOG/LDB3/SIX1/FLNC/SMO/MYOD1/TNNT3/MYH10/MYH11/MYO18B/CCNB1/FHOD3/TBX3/ALPK3/GATA4/TMOD1/PRICKLE1/MYLK3/MYOM3/ANKRD1/PAK1/AKAP6/PGM5/SORBS2/CSRP1/RCAN1/G6PD/LMOD3/LMOD1/PITX2/PI16/CFL2/SYNPO2L/SHOX2/WNT10B/CDK1/TMEM182/SGCD/AKAP13/KRT19/MYOZ2/CSRP2/MYOZ1/NKX2-6/CAV3/SLC8A1/NKX2-5/NEB/PRKD1/STAC3/PRKG1/P2RX2/COL14A1/MYBPC1/RYR1/MYH6/NRAP/KEL/ALPK2/KLHL41",84
"GO:0050886","endocrine process","54/6369","105/18860",0.514285714285714,1.52291232083978,3.83673090706459,0.000139100744115499,0.00196321027942075,0.00142508557445723,"KCNQ1/GAL/RPS6KA2/EDN1/OPRK1/CMA1/CTSG/RETN/GNRHR/POMC/KDM5B/SPP1/ECRG4/CRY2/INHA/IL1B/WNK4/AVPR2/EDN2/PPARG/TBX3/CGA/EDNRB/CYP19A1/ENPEP/REN/AGTR1/CORIN/CRHBP/CRH/DAB2/BMP6/RAB11FIP1/ACE/CPA3/F2RL1/NOS3/TRPV6/RAB8B/GALR1/ANPEP/OR51E2/SERPINF2/KCNK9/APLN/LEP/FZD4/AGTR2/FOXL2/MME/AQP1/FOXD1/GJA5/RASL10B",54
"GO:0046683","response to organophosphorus","64/6369","129/18860",0.496124031007752,1.46913161011245,3.81773184402835,0.000140275426434273,0.00197538972736442,0.00143392658132813,"CFTR/CPS1/KCNQ1/ABCC9/RAPGEF3/P2RX7/SLC26A3/HCN2/SLC8A3/OXT/GATA1/AQP8/AQP9/SLC5A5/PIK3CG/DNTT/P2RX1/SLC6A4/COL1A1/AREG/RAPGEF2/PDE4D/IGFBP5/RAP1A/DUSP1/KCNJ8/MMP19/IL1B/FOSB/VGF/CDO1/INPP5K/HMGCS2/CIB2/DUOX1/PNPT1/HCN4/TRPC3/DUOX2/CARM1/PKLR/HCN3/REN/SRD5A1/CRHBP/AKAP6/FBP1/GPD1/P2RY12/P2RY1/WNT10B/FOS/P2RY6/THBD/PER1/KCNE1/ADIPOQ/PENK/PDE2A/P2RX2/TLR7/SLC26A6/AQP1/PDXP",64
"GO:0034762","regulation of transmembrane transport","189/6369","450/18860",0.42,1.24371172868582,3.73638950356909,0.000141096248294451,0.00198254307193335,0.00143911916220505,"CFTR/CX3CL1/CD4/FYN/ATP1A2/FHL1/KCNG1/BAK1/NEDD4L/KCNQ1/KCNH2/KCNAB2/ABCC9/GAL/ATP1B3/CLTCL1/CACNG5/CACNG4/DLG1/ACTN2/EDN1/ADCYAP1R1/KCNN2/OPRK1/REM1/P2RX7/FXYD3/JPH4/CAPN3/SORBS1/KCNK16/CBARP/MMP9/NTSR1/TRIB3/SLC7A5/CEMIP/KCNN4/GRIN2D/FGF21/CACNG7/ATP4A/PIK3CG/CAV1/TSPAN13/PPIF/P2RX1/CACNG1/OPRM1/PDE4D/FGF12/RAP1A/RGS2/CASQ2/NR4A3/KCNJ5/KCNJ8/HPCA/AHNAK/IL1B/C3/WNK4/F2RL3/KCNC1/ATP1B2/DPP6/EPO/CACNG6/HRC/SLC34A1/INPP5K/APLNR/SLC31A2/TRPC6/FXYD6/THBS1/TRPC3/METTL21C/XCL1/OSR1/STAC/ARL6IP5/ANK2/CRHBP/CRH/STOM/LCN2/SLC43A1/TMC2/JPH2/FXYD4/ATPSCKMT/CACNA1C/AKAP6/POU4F2/EDNRA/ACSL1/UTRN/PID1/CACNA2D1/JPH3/UBASH3B/GRIA1/CLIC2/CACNA1D/KCNJ6/KCNJ15/HK2/G6PD/FGF19/LRRC38/KCNJ9/LRRC52/CTSS/KLF15/TERT/FABP5/GPER1/TMC1/WNK2/CACNB2/KCNC2/PRKCB/CACNG2/SLC43A2/KCNJ4/IL13/CXCL10/KCNAB1/SLN/PLA2G1B/KCNG3/PRKCE/P2RY6/PTPRM/HAP1/LEP/CNIH2/DPP10/GRIN1/ANO6/KCNJ10/CALML3/ERFE/SLC17A8/AKAP5/ITLN1/F2/KCNE1/ADIPOQ/AMIGO1/KCNIP1/KCNJ14/CAV3/SLC8A1/GRIN2A/SCN5A/C1QTNF12/PRKD1/PDE4B/DRD1/STAC3/KCNIP4/FFAR4/TRDN/SESTD1/NPSR1/P2RX2/OSTN/ATP2A1/WNK3/DAPK1/ACSL5/OCLN/KEL/WWP2/PLN/KCNRG/RYR2/MIR210/LIME1/TMSB4X/MIR186/GSTM2/VAMP2/CERS1/SLC26A6/KCNJ18/FXYD1",189
"GO:0050803","regulation of synapse structure or activity","143/6369","329/18860",0.434650455927052,1.28709492836932,3.75120148856359,0.000142079981762511,0.00199194877086069,0.0014459467170521,"SEMA3F/ARHGAP33/ARHGAP44/CDKL5/FYN/MUSK/RTN4R/NEDD4L/CYFIP2/CAMK2B/NTN1/NGEF/MEF2C/IGSF9/NRCAM/CRTAC1/TREM2/SIX4/OXT/SYNDIG1/SRPX2/ZDHHC15/SLC17A7/NUMBL/ICAM5/CPEB3/NEURL1/DKK1/ABI3/NRXN2/IL10RA/NECTIN1/ASIC1/LIN7A/PRMT8/NEDD9/WNT5A/EIF4G1/MARK1/CDC20/PLPPR4/ADGRB2/GHSR/RAB17/FLRT3/FLRT1/SIX1/LRFN1/DOCK4/KLK8/KIF1A/LILRB2/C1QL1/LRRC4B/MAP1B/EPHB2/LRP4/ADGRB3/EPHA7/DOCK10/PCDH8/TLR2/ITPKA/PRICKLE1/PPFIA2/FGF7/NTRK3/ST8SIA2/CBLN2/RHOB/IGSF11/TPBG/SYBU/SIGMAR1/NTRK2/DRD2/CDH8/GPM6A/SLC7A11/GPR158/DLG5/PTPRO/SPARCL1/WNT3A/WNT7A/EPHB1/ELMO1/LRFN2/LRP8/CACNA2D3/CHRNB2/VANGL2/LRRTM1/CAMKV/YWHAZ/LRFN5/C1QL3/LRTM2/TUBA1A/CASKIN1/RAC3/NLGN1/ZNF804A/CDH2/NEUROD2/CLSTN1/SRGAP2C/LRRC15/NEGR1/LRRN3/DAB1/LRFN4/LINGO2/LRRN1/BDNF/CDK5R1/SLITRK1/SLC17A8/SLITRK4/NRXN1/AMIGO1/ADGRB1/EPHB3/GRID1/SLITRK6/ROBO2/THBS2/CARMIL3/SLC18A3/CLN3/LRRK2/RELN/IL1RAPL2/IL1RAP/TUBB/ARC/ARHGEF15/LINGO4/VSTM5/PDXP/SHANK3/S1PR2/NEFL",143
"GO:0001657","ureteric bud development","51/6369","98/18860",0.520408163265306,1.54104222942121,3.83443152459475,0.000143340643091039,0.00200077016578836,0.0014523501282352,"HOXA11/DLG1/PAX2/ARG2/WNT11/SIX4/BMP7/SMAD7/SALL1/CALB1/SFRP1/FGF8/SIM1/HES1/WNT6/TCF21/CAT/SDC4/SOX9/BMP2/SIX1/SMO/HOXD11/FOXJ1/RARA/SMAD6/FGF2/GREB1L/OSR1/SLIT2/HS3ST3A1/WNT4/KIF26B/SPRY1/BMPER/RET/ILK/DCHS1/GREM1/GDNF/NPNT/SIX2/BASP1/AGTR2/TACSTD2/ROBO2/LGR4/FOXD1/HOXB7/LHX1/HNF1B",51
"GO:0060993","kidney morphogenesis","51/6369","98/18860",0.520408163265306,1.54104222942121,3.83443152459475,0.000143340643091039,0.00200077016578836,0.0014523501282352,"HOXA11/FGF10/DLG1/PAX2/WNT11/SIX4/BMP7/SALL1/CALB1/FGF8/HES1/WNT6/TCF21/SOX4/SOX9/BMP2/WNK4/SIX1/LIF/SMO/HOXD11/FOXJ1/FGF2/GCNT3/GREB1L/OSR1/HS3ST3A1/WNT4/VANGL2/KIF26B/ILK/DCHS1/GREM1/GDNF/NPNT/IRX2/SIX2/BASP1/GCNT4/ERBB4/AGTR2/PRKX/TACSTD2/WNT7B/LRRK2/HES5/LGR4/FOXD1/HOXB7/LHX1/HNF1B",51
"GO:0003357","noradrenergic neuron differentiation","10/6369","11/18860",0.909090909090909,2.69201672875719,4.00823511476297,0.000146416052284757,0.00203473360379058,0.00147700403620588,"EDN1/PHOX2B/SOX4/ZC4H2/ASCL1/EDNRA/HAND2/PHOX2A/INSM1/SOX11",10
"GO:0051256","mitotic spindle midzone assembly","10/6369","11/18860",0.909090909090909,2.69201672875719,4.00823511476297,0.000146416052284757,0.00203473360379058,0.00147700403620588,"BIRC5/KIF4A/CDCA8/KIF23/INCENP/RACGAP1/AURKB/PRC1/MAP10/KIF4B",10
"GO:0006939","smooth muscle contraction","56/6369","110/18860",0.509090909090909,1.50752936810403,3.81200300884582,0.000150229991165524,0.00208316729543967,0.00151216183667705,"TBXA2R/ATP1A2/MYLK/IRAG1/DLG1/EDN1/OXT/TRPA1/CAV1/P2RX1/NMU/RGS2/CHRNB4/ADRA1A/TBX2/GHSR/EDN2/DOCK4/TNNI3/CNN1/CHRM3/MYH11/SPX/TBX3/EDNRB/SULF1/MYOCD/HTR7/DRD2/EDNRA/CHRNB2/PROK2/APBB2/GUCY1A1/ITGA2/GPER1/APBB1/SCNN1B/GDNF/NPNT/ADRB2/ADORA2B/NMUR1/SPHK1/HTR1D/CHRM2/NEUROG1/KCNB2/SLC8A1/DRD1/PRKG1/P2RX2/SULF2/ADA/ADRA2B/MIR145",56
